numero,nom_four,autre_nom_four,num_entr,structure,nombre_employes,nombre_employes_mtl,politique_dev_durable,politique_appro_responsable,entreprise_econo_sociale,lieu_arr,lieu_ville,lieu_etat,lieu_pays,lieu_zone_achat
178711,ASCENSEURS TRANSCO INC.,,1143129295,*Société par actions/Corporations/Compagnie,22.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
213190,IMAGINEO INC.,,1145777182,*Société par actions/Corporations/Compagnie,24.0,,"O Plan, politique ou engagements de DD",N,N,,MIRABEL,QC,CA,Québec hors Conseil d'agglomération
204768,"ISAACSON, LEVY & STEINBERG",,3342046391,*Société par actions/Corporations/Compagnie,,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
213307,SERVICES D'ALARMES J.R.A. INC.,,1145803525,*Société par actions/Corporations/Compagnie,,,N,N,N,,MIRABEL,QC,CA,Québec hors Conseil d'agglomération
213822,LES EQUIPEMENTS JPB INC.,,1146808275,*Société par actions/Corporations/Compagnie,5.0,5.0,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
213838,ENTREPRENEUR ELECTRICIEN YVES MERCIER INC.,,1160945011,*Société par actions/Corporations/Compagnie,7.0,,"O Plan, politique ou engagements de DD",N,N,,LAVALTRIE,QC,CA,Québec hors Conseil d'agglomération
219361,FRANCOIS BEDARD,,,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,ROUYN-NORANDA,QC,CA,Québec hors Conseil d'agglomération
123897,MARQUAGE EXPERT LIGNE INC.,,1165883506,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
221556,CONFECTION DECORATION M.L.,9291-1023 QUEBEC INC.,1169594117,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,Place d'affaires à Montréal
222472,LES JARDINS LUMIERES DE L'AVENIR INC.,,1147632252,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,L'AVENIR,QC,CA,Québec hors Conseil d'agglomération
224410,"DISTECH CHAUFFAGE, VENTILATION, AIR CLIMATISE INC.",,1178876901,*Société par actions/Corporations/Compagnie,9.0,,N,N,N,,REPENTIGNY,QC,CA,Québec hors Conseil d'agglomération
115909,GAGNON HYDRAULIQUES INC.,,1141912445,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
126228,BENOIT PELOQUIN ARPENTEUR-GEOMETRE INC.,,1165992430,*Société par actions/Corporations/Compagnie,9.0,,N,N,N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
226049,MFBB INC.,,1175515593,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
225108,ENTREPRISES LIMOGES INC.,,1143630417,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,L'ASSOMPTION,QC,CA,Québec hors Conseil d'agglomération
225070,CHEVROLET BUICK GMC DE LASALLE,,1167415000,*Société par actions/Corporations/Compagnie,75.0,75.0,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
121376,COENCORP,COENCORP CONSULTANT CORPORATION,1146163820,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,BROSSARD,QC,CA,Québec hors Conseil d'agglomération
116123,GENEQ INC.,NEQ:1176094036,1176094036,*Société par actions/Corporations/Compagnie,40.0,,N,N,N,Anjou,Montreal,QC,CA,Place d'affaires à Montréal
226917,MAINTENANCE EUREKA LTEE,,1142075036,*Société par actions/Corporations/Compagnie,450.0,,N,N,N,,THETFORD MINES,QC,CA,Québec hors Conseil d'agglomération
229906,6113991 CANADA INC,ENERGIE MOBILISATION,1161726188,*Société par actions/Corporations/Compagnie,0.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
230972,BIOVET INC.,,1143714864,*Société par actions/Corporations/Compagnie,120.0,,N,N,N,,SAINT-HYACINTHE,QC,CA,Québec hors Conseil d'agglomération
138471,ELYSE DE LAFONTAINE,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
154068,VENTE DE PIECES DE BALAIS SPS INC.,,1165626723,*Société par actions/Corporations/Compagnie,6.0,6.0,N,N,N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
65276,SIEMENS CANADA LIMITED,,1161355988,*Société par actions/Corporations/Compagnie,280.0,,N,N,N,,TORONTO,ON,CA,Canada mais hors Québec
231693,J.G. RIVE-SUD FRUITS ET LEGUMES INC.,,1142662684,*Société par actions/Corporations/Compagnie,100.0,,N,N,N,,CHAMBLY,QC,CA,Québec hors Conseil d'agglomération
115738,CHOTECH HYDRAULIQUE,LES SERVICES MOBITECH INC,1162517271,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
233867,LAURENT BOUCHARD,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
56218,NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY (NIST),,000000NON,*Société par actions/Corporations/Compagnie,,,N,N,N,,GAITHERSBURG,MD,US,Étranger hors Canada
235857,DOMINIQUE BOURCHEIX,,2264943608,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,ST-LAMBERT,QC,CA,Québec hors Conseil d'agglomération
150057,PAYSAGISTE SOLARCO INC.,,1160902921,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
239149,CG PONTS ROULANTS ET PALANS INC.,,1161636676,*Société par actions/Corporations/Compagnie,16.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
239192,BOISVERT ISUZU INC.,,1166160573,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,BLAINVILLE,QC,CA,Québec hors Conseil d'agglomération
121121,"MICHEL DALLAIRE & ASSOCIES, ARCHITECTES",NEQ:1144364115,1144364115,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,Montreal,QC,CA,Place d'affaires à Montréal
122543,LES CONSULTANTS S.M. INC.,NEQ:1143019660,1143019660,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,Longueuil,QC,CA,Québec hors Conseil d'agglomération
242297,"MICHEL RICHARD, CONSULTANT",9254-7504 QUEBEC INC.,1167828301,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
246342,LES LIGNES SPORTIVES R & R INC,,1145233822,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,,FARNHAM,QC,CA,Québec hors Conseil d'agglomération
246457,LE GROUPE MECAPLUS INC,,1162363999,*Société par actions/Corporations/Compagnie,10.0,7.0,"O Plan, politique ou engagements de DD",N,N,,TERREBONNE,QC,CA,Québec hors Conseil d'agglomération
117116,RONA  INC,NEQ:1171854699,1171854699,*Société par actions/Corporations/Compagnie,30000.0,,N,N,N,,Brossard,QC,CA,Québec hors Conseil d'agglomération
158805,FASTENAL CANADA LTEE,,1165586240,*Société par actions/Corporations/Compagnie,8000.0,,"O Plan, politique ou engagements de DD",N,O,LaSalle,LASALLE,QC,CA,Place d'affaires à Montréal
106721,FONDS DE PLACEMENT IMMOBILIER COMINAR,,3347597083,*Société par actions/Corporations/Compagnie,,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
247727,BETON BELLEMARE LOUISEVILLE INC,,1167790238,*Société par actions/Corporations/Compagnie,30.0,,N,N,N,,LOUISEVILLE,QC,CA,Québec hors Conseil d'agglomération
249618,ASSELIN MECANIQUE  INDUSTRIELLE INC.,,1162300363,*Société par actions/Corporations/Compagnie,14.0,,N,N,N,,LES CEDRES,QC,CA,Québec hors Conseil d'agglomération
251269,PLASTIQUES G.P.R. INC.,,1167009282,*Société par actions/Corporations/Compagnie,130.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,ST-FELIX-DE-VALOIS,QC,CA,Québec hors Conseil d'agglomération
117357,"BOURASSA, JODOIN INC.",,1164477086,*Société par actions/Corporations/Compagnie,10.0,,"O Plan, politique ou engagements de DD",N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
253610,MEYER SERVICE & SUPPLY LTD.,,000000NON,*Société par actions/Corporations/Compagnie,,,N,N,N,,LONG SAULT,ON,CA,Canada mais hors Québec
254209,EDITIONS DU ROGNON,,3364091077,*Société en nom collectif,2.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
149046,GICLEURS B.M.R. LTEE,,1143470582,*Société par actions/Corporations/Compagnie,,,N,N,N,,BLAINVILLE,QC,CA,Québec hors Conseil d'agglomération
255533,PIERRE BRUNEAU,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
255590,NO SPILL SYSTEMS,,,*Société par actions/Corporations/Compagnie,5.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,WINNIPEG,MB,CA,Canada mais hors Québec
257576,LES VITRERIES LALONGE ET GLASS HALL INC.,NEQ:1143429174,1143429174,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,,Terrebonne,QC,CA,Québec hors Conseil d'agglomération
258874,ELECTRICITE PLUS,,1147403142,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,,PREVOST,QC,CA,Québec hors Conseil d'agglomération
262043,PROMOTIONS HANNAH INC.,,1149262744,*Société par actions/Corporations/Compagnie,8.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
261706,PEPINIERE JARDIN 2000 INC.,,1173321275,*Société par actions/Corporations/Compagnie,20.0,,"O Plan, politique ou engagements de DD",N,N,,STE-JULIE,QC,CA,Québec hors Conseil d'agglomération
261552,NISKA COOPERATIVE DE TRAVAIL,,1162915434,*Coopérative,7.0,,N,N,O,,SHERBROOKE,QC,CA,Québec hors Conseil d'agglomération
264157,AEDIFICA INC.,,1148160998,*Société par actions/Corporations/Compagnie,139.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
266084,VANEX INC.,,1168369503,*Société par actions/Corporations/Compagnie,5.0,5.0,N,N,N,,MAGOG,QC,CA,Québec hors Conseil d'agglomération
265487,PALATINE FRUIT ET ROSES,,,*Société par actions/Corporations/Compagnie,,,N,N,N,,Niagara on the Lake,ON,CA,Canada mais hors Québec
265944,CAMP SPORTMAX INC,,1149099682,*Société par actions/Corporations/Compagnie,300.0,,N,N,N,,BLAINVILLE,QC,CA,Québec hors Conseil d'agglomération
265998,9067-3708 QUEBEC INC.,TECHNIFAB INDUSTRIES,1147943626,*Société par actions/Corporations/Compagnie,27.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
158805,FASTENAL CANADA LTEE,,1165586240,*Société par actions/Corporations/Compagnie,8000.0,,"O Plan, politique ou engagements de DD",N,O,,DOLLARD-DES-ORMEAUX,QC,CA,Conseil d'agglomération hors Montréal
267902,TEKNOME SOLUTIONS LOGISTIQUES INC,,1168118116,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
268997,CEVECO INC.,NEQ:1144463719,1144463719,*Société par actions/Corporations/Compagnie,31.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,Montreal,QC,CA,Place d'affaires à Montréal
269690,FONDERIE BENOIT MARCOUX INC.,,1140351876,*Société par actions/Corporations/Compagnie,16.0,0.0,N,N,N,,LAURIERVILLE,QC,CA,Québec hors Conseil d'agglomération
269372,TOTAL CANADA INC.,,1165100547,*Société par actions/Corporations/Compagnie,87.0,,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
110604,SKALAR INC,,,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,,BUFORD,GA,US,Étranger hors Canada
269677,TECHNOLOGIES STAY CONNECTED INC.,,1166275884,*Société par actions/Corporations/Compagnie,28.0,,N,N,N,,CANDIAC,QC,CA,Québec hors Conseil d'agglomération
272553,DISTRIBUTION SPORTS LOISIRS - INSTALLATION INC.,,1161895033,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
272414,CPS MEDIA INC.,,1143575992,*Société par actions/Corporations/Compagnie,13.0,,N,N,N,,ST-SAUVEUR,QC,CA,Québec hors Conseil d'agglomération
119651,GESTION PACHAR INC.,,1144049898,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,TERREBONNE,QC,CA,Québec hors Conseil d'agglomération
271250,ROCK OF AGES CANADA INC.,,1147332044,*Société par actions/Corporations/Compagnie,110.0,,N,N,N,,STANSTEAD,QC,CA,Québec hors Conseil d'agglomération
272544,PAVAGE ELITE INC.,,1147878228,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
133330,PREMIER FLUID SYSTEMS INC,,,*Société par actions/Corporations/Compagnie,16.0,,N,N,N,,BURLINGTON,ON,CA,Canada mais hors Québec
274490,IMPRIMERIE MAXIME INC.,,1165609489,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
156006,CONSULTANT EXPERTISE EN ASCENSEURS C.E.A. INC.,,1164822547,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,Lachine,MONTREAL,QC,CA,Place d'affaires à Montréal
273255,CARRELAGES DE MONTREAL LTEE,,1160464070,*Société par actions/Corporations/Compagnie,30.0,,N,N,N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
147708,KAYAK SANS FRONTIERES INC.,,1148562151,*Société par actions/Corporations/Compagnie,27.0,,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
276058,IMPRIMERIE F.L. WEB INC.,,1166818832,*Société par actions/Corporations/Compagnie,18.0,,"O Plan, politique ou engagements de DD",N,N,,ST-GERMAIN-DE-GRANTHAM,QC,CA,Québec hors Conseil d'agglomération
275915,ENVIRONNEMENT LCL INC.,,1166019100,*Société par actions/Corporations/Compagnie,22.0,,N,N,N,,GRANBY,QC,CA,Québec hors Conseil d'agglomération
276362,GDI SERVICES (QUEBEC) S.E.C.,,3368751924,*Société en commandite,5500.0,5000.0,N,N,N,LaSalle,MONTREAL,QC,CA,Place d'affaires à Montréal
146427,FSH WELDING CANADA INC.,,1143640580,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,Lachine,MONTREAL,QC,CA,Place d'affaires à Montréal
155901,CONSTRUCTION JESSIKO INC.,,1164716889,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,,LAVALTRIE,QC,CA,Québec hors Conseil d'agglomération
279090,LKQ LECAVALIER STE-SOPHIE,LKQ CANADA AUTO PARTS INC.,1166374851,*Société par actions/Corporations/Compagnie,160.0,,N,N,N,,STE-SOPHIE,QC,CA,Québec hors Conseil d'agglomération
278617,AGRITEX,,1172496789,*Société par actions/Corporations/Compagnie,11.0,,N,N,N,,ST-POLYCARPE,QC,CA,Québec hors Conseil d'agglomération
277456,HELP / SYSTEMS LLC,,000000NON,*Société par actions/Corporations/Compagnie,,,N,N,N,,EDEN PRAIRIE,MN,US,Étranger hors Canada
278617,AGRITEX,,1172496789,*Société par actions/Corporations/Compagnie,11.0,,N,N,N,,ST-ROCH-DE-L'ACHIGAN,QC,CA,Québec hors Conseil d'agglomération
71993,COLLECTIF LIBERTE INC.,,1142725507,*Organisme à  but non lucratif,4.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
281122,KIRAN AMBWANI,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
281188,"MARINE ENTERPRISES INTERNATIONAL , LLC",,000000NON,*Société par actions/Corporations/Compagnie,,,N,N,N,,Baltimore,MD,US,Étranger hors Canada
147669,DEMENAGEMENT UNIVERSEL INC,9036-7046 QUEBEC INC,1163565162,*Société par actions/Corporations/Compagnie,40.0,,"O Plan, politique ou engagements de DD",N,N,Anjou,MONTREAL,QC,CA,Place d'affaires à Montréal
285252,PAUSE CAFE VICKY,BLOUIN ANNIE,2265315277,*Entreprise individuelle / Travailleur autonome,2.0,,N,N,N,,RAWDON,QC,CA,Québec hors Conseil d'agglomération
286064,3179362 CANADA INC.,NEQ:1146021432,1146021432,*Société par actions/Corporations/Compagnie,,,N,N,N,,Pointe-Claire,QC,CA,Québec hors Conseil d'agglomération
286250,EDITH GROSSE,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Verdun,Montreal,QC,CA,Place d'affaires à Montréal
288981,FORMA-TECH SOLUTIONS,8605530 CANADA INC,1169382620,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,ST-JEROME,QC,CA,Québec hors Conseil d'agglomération
200366,ROSELINE MASSICOTTE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
291783,FAUCHOIS FLEURS,9031-0657 QUEBEC INC.,1145484326,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
107481,3887171 CANADA INC,,1160147816,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
293922,SERRURIER EXCEL INC.,,1144218030,*Société par actions/Corporations/Compagnie,13.0,,N,N,N,,DELSON,QC,CA,Québec hors Conseil d'agglomération
295635,ACOVIB GROUP,,2266206806,*Entreprise individuelle / Travailleur autonome,3.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,Place d'affaires à Montréal
296139,KIA DE BROSSARD,9107-7164 QUEBEC INC,1160307022,*Société par actions/Corporations/Compagnie,47.0,,N,N,N,,BROSSARD,QC,CA,Québec hors Conseil d'agglomération
296225,TRADITION FORD (VENTES) LTEE,DRUMMONVILLE FORD,1161381943,*Société par actions/Corporations/Compagnie,41.0,,N,N,N,,DRUMMONDVILLE,QC,CA,Québec hors Conseil d'agglomération
295553,AGENCE DENIS LEPINE,,1174088618,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,STE-MARTINE,QC,CA,Québec hors Conseil d'agglomération
299394,CAROLINE PLANTE,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,TERREBONNE,QC,CA,Québec hors Conseil d'agglomération
313198,R2M IMAGEM,REGIS VEILLEUX,2265823700,*Entreprise individuelle / Travailleur autonome,3.0,,N,N,N,,ST-GEORGES,QC,CA,Québec hors Conseil d'agglomération
24505,LES BICYCLES QUILICOT INC.,,1175818898,*Société par actions/Corporations/Compagnie,60.0,,N,N,N,,ST-THERESE,QC,CA,Québec hors Conseil d'agglomération
153888,ZOHO CANADA CORPORATION,,1176214980,*Société par actions/Corporations/Compagnie,1000.0,,N,N,N,,PLEASANTON,CA,US,Étranger hors Canada
315268,GROUPE DAGE,9283-7939 QUEBEC INC,1169231066,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,ST-HYACINTHE,QC,CA,Québec hors Conseil d'agglomération
249581,PLOMBERIE RICHARD & FILS INC.,,1166692260,*Société par actions/Corporations/Compagnie,9.0,,N,N,N,,L'ILE PERROT,QC,CA,Québec hors Conseil d'agglomération
315146,PLG ARPENTEURS-GEOMETRES INC.,,1161383618,*Société par actions/Corporations/Compagnie,15.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
317479,ACME DECORS INC.,,1172260243,*Société par actions/Corporations/Compagnie,50.0,,N,N,N,,BELOEIL,QC,CA,Québec hors Conseil d'agglomération
271261,ADAMA DAOU,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
155587,HUU BAC QUACH,,2271800965,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
321398,ALAIN  BENOIT,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,St-Therese,QC,CA,Québec hors Conseil d'agglomération
32649,TELEVOICE INTERCOM,,1147394846,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,REPENTIGNY,QC,CA,Québec hors Conseil d'agglomération
322281,JEAN DECARY,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
136181,LES ATELIERS MOBILES JPD (1987) INC.,,1149331838,*Société par actions/Corporations/Compagnie,12.0,,N,N,N,,BELOEIL,QC,CA,Québec hors Conseil d'agglomération
324232,ESCOUADE L'ATELIER,9110-8027 QUEBEC INC.,1160470622,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,LAPRAIRIE,QC,CA,Québec hors Conseil d'agglomération
325418,DENISE  CARON,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,SAINT-PLACIDE,QC,CA,Québec hors Conseil d'agglomération
326192,PIRI PIRI MASSON,9235-3804 QUEBEC INC.,1167167395,*Société par actions/Corporations/Compagnie,21.0,,"O Plan, politique ou engagements de DD",N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
325996,"PR'EAUTECH, LA SOLUTION AUX ODEURS INC.",,1164411960,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,RICHELIEU,QC,CA,Québec hors Conseil d'agglomération
328293,DENTONS CANADA LLP,,3349841869,*Société par actions/Corporations/Compagnie,,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
326799,PATTISON OUTDOOR ADVERTISING LIMITED PARTNERSHIP,NEQ:3369268936,3369268936,*Société par actions/Corporations/Compagnie,,,N,N,N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
261530,9148-7314 QUEBEC INC.,,1162601752,*Société par actions/Corporations/Compagnie,13.0,,N,N,N,Verdun,MONTREAL,QC,CA,Place d'affaires à Montréal
328341,IMAGE24,,1143075100,*Société par actions/Corporations/Compagnie,46.0,,N,N,N,Outremont,MONTREAL,QC,CA,Place d'affaires à Montréal
326827,CONSTRUCTION BAU-VAL INC.,,1143718063,*Société par actions/Corporations/Compagnie,90.0,,N,N,N,,POINTE-CLAIRE,QC,CA,Conseil d'agglomération hors Montréal
160218,GROUPE PRODEM,,1175276808,*Société par actions/Corporations/Compagnie,45.0,,N,N,N,Lachine,MONTREAL,QC,CA,Place d'affaires à Montréal
332544,LES GRUES N'RIK INC.,,1162789102,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,,VARENNES,QC,CA,Québec hors Conseil d'agglomération
330534,MICROSURVEY SOFTWARE,,,*Société par actions/Corporations/Compagnie,,,N,N,N,,WEST KELOWNA,BC,CA,Canada mais hors Québec
332360,PNEUS ET MECANIQUE SYLVAIN THERIAULT INC.,,1167040030,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,Verdun,MONTREAL,QC,CA,Place d'affaires à Montréal
333202,JULIE FAVREAU,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
335172,PILE POURLAVIE,,,*Société par actions/Corporations/Compagnie,3.0,,"O Plan, politique ou engagements de DD",N,N,,BOUCHERVILLE,QC,CA,Québec hors Conseil d'agglomération
335275,SOLENIS CANADA ULC,,1170072145,*Société par actions/Corporations/Compagnie,3500.0,,"O Plan, politique ou engagements de DD",N,N,Anjou,MONTREAL,QC,CA,Place d'affaires à Montréal
335775,T2 ENVIRONNEMENT INC.,,1170039045,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,,MCMASTERVILLE,QC,CA,Québec hors Conseil d'agglomération
335196,GRANDCHAMP CHAPITEAUX INC.,,1160075199,*Société par actions/Corporations/Compagnie,50.0,,N,N,N,,REPENTIGNY,QC,CA,Québec hors Conseil d'agglomération
336670,NICK SIRARD INC. - SNAP ON,,1163798797,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,,TERREBONNE,QC,CA,Québec hors Conseil d'agglomération
132305,PATTISON AFFICHAGE EXTERIEUR,JIM PATTISON INDUSTRIES LTD,1143866078,*Société par actions/Corporations/Compagnie,,,N,N,N,,MISSISSAUGA,ON,CA,Canada mais hors Québec
338135,"EXCAVATION, DENEIGEMENT STEPHANE THERRIEN INC.",,1162769658,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,,REPENTIGNY,QC,CA,Québec hors Conseil d'agglomération
251963,TECHNO CVC INC.,,1162678511,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,Saint-Léonard,MONTREAL,QC,CA,Place d'affaires à Montréal
340486,IMPRIMERIE CDMPRINT.CA INC.,,1146210829,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
221558,SPORTS TOPSPIN INC.,,1165743700,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
125351,MEDIAS TRANSCONTINENTAL S.E.N.C,,3361761490,*Société en nom collectif,9000.0,,"O Plan, politique ou engagements de DD",N,N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
341867,AIRE D3 INC.,,1167055012,*Société par actions/Corporations/Compagnie,18.0,,N,N,N,,ST-AMABLE,QC,CA,Québec hors Conseil d'agglomération
344052,PROTECT-IP SOLUTIONS GLOBALES,8160104 CANADA INC.,1168185297,*Société par actions/Corporations/Compagnie,20.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
153099,SOCIETE IMMOBILIERE DU CANADA CLC LIMITEE,,1145186145,*Société par actions/Corporations/Compagnie,60.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
345003,FARO TECHNOLOGIES INC.,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,ATLANTA,GA,US,Étranger hors Canada
118643,EXCAVATIONS PAYETTE LTEE,NEQ:1166482993,1166482993,*Société par actions/Corporations/Compagnie,50.0,50.0,N,N,N,Anjou,Anjou,QC,CA,Place d'affaires à Montréal
344227,AGRO-ENVIRO-LAB,9048-2688 QUEBEC INC.,1146656252,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,,STE-ANNE-DE-LA-POCATIERE,QC,CA,Québec hors Conseil d'agglomération
117386,POMPES A BETON TREMBLAY INC.,,1142449090,*Société par actions/Corporations/Compagnie,35.0,,N,N,N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
348864,9035-3293 QUEBEC INC.,,1145821675,*Société par actions/Corporations/Compagnie,1.0,,"O Plan, politique ou engagements de DD",N,O,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
